Title,Link,website,Article_Text,True_Label
,https://www.elwatannews.com/news/details/8168954,elwatan,"أكد النائب محمد مظلوم، عضو مجلس الشيوخ، أن مشروع علم الروم يعكس نجاح الحكومة المصرية في جذب الاستثمارات العالمية الكبرى، خاصة في المناطق الواعدة مثل الساحل الشمالي الغربي ومنطقة البحر المتوسط.
وأوضح مظلوم، أن هذا
المباشر يعزز الاحتياطي النقدي ويقلل الاعتماد على التمويل الخارجي، كما يخلق فرص عمل جديدة ويدعم التنمية السياحية والبنية التحتية.
وأشار عضو مجلس الشيوخ، إلى أن المنطقة المستهدفة
كانت حتى الآن غير مطوّرة بشكلٍ كبير، ما يجعل هذا المشروع فرصة لتفعيل التنمية السياحية في محافظات الساحل الشمالي.",REAL
,https://www.elwatannews.com/news/details/8168989,elwatan,"رصدت الإدارة العامة لحماية الآداب بقطاع الشرطة المتخصصة، نشر صانعتي محتوى مقاطع فيديو على صفحاتهما بمواقع التواصل الاجتماعي، تضمنت رقصا بصورة خادشة للحياء، بهدف جذب المشاهدات وتحقيق أرباح مالية.
وعقب تقنين الإجراءات، جرى ضبط المذكورتين حال تواجدهما بدائرة قسم شرطة حدائق أكتوبر بمحافظة الجيزة، وبمواجهتهما أقرتا بارتكاب الواقعة على النحو المشار إليه.
جرى اتخاذ الإجراءات القانونية اللازمة، في إطار جهود وزارة الداخلية لمواجهة الممارسات التي تخالف القيم العامة على منصات التواصل الاجتماعي.",REAL
,https://www.elwatannews.com/news/details/8168987,elwatan,"اختتمت اليوم فعاليات البرنامج التدريبي لمطبقي المبيدات بمحافظة كفر الشيخ - نسخة نوفمبر 2025، تحت رعاية علاء الدين فاروق، وزير الزراعة واستصلاح الأراضي، واللواء الدكتور علاء عبدالمعطي، محافظ كفر الشيخ، وبإشراف الدكتور أحمد عضام، رئيس قطاع الخدمات الزراعية والمتابعة، ومتابعة الدكتور محمد شطا، رئيس الإدارة المركزية لشؤون المديريات.
وشهد ختام البرنامج حضور المهندس فخري منصور باز، وكيل وزارة الزراعة بكفر الشيخ، الذي أشار في كلمته إلى أهمية هذه البرامج التدريبية ضمن خطة الوزارة لرفع كفاءة المتدربين وتأهيلهم علميًا وعمليًا للعمل الميداني الآمن في مجال مكافحة الآفات.
وأوضح وكيل الوزارة، أن البرنامج يأتي في إطار اهتمام وزارة الزراعة بإعداد جيل من المطبقين المؤهلين علميًا وعمليًا، قادرين على الاستخدام الآمن والمسؤول للمبيدات، بما يدعم منظومة المكافحة المتكاملة للآفات الزراعية، مشيدًا بالتفاعل الإيجابي الكبير من المتدربين، مشددًا على ضرورة استمرار مثل هذه البرامج لضمان تحقيق أعلى مستويات السلامة والكفاءة في استخدام المبيدات.
كما طالب وكيل وزارة الزراعة، بأهمية المرور الميداني اليومي على الزراعات الحقلية لمتابعة حالة
، وتنفيذ التوصيات الفنية الخاصة بكل محصول خلال هذه الفترة، مع دعم المزارعين بأحدث المستجدات الزراعية الصادرة عن الوزارة، بما يضمن تحقيق أعلى إنتاجية.
وفي سياق متصل، وجّه وكيل الوزارة، بضرورة الالتزام بضوابط صرف الأسمدة واستمرار إيقاف صرف مستلزمات الإنتاج للمعتدين على الأراضي الزراعية، محذرًا من فرض أي رسوم إضافية على شيكارة الأسمدة أو ربط صرفها بشراء مستلزمات أخرى من الجمعيات الزراعية.
كما أكد وكيل وزارة الزراعة بكفر الشيخ، على ضرورة الإعلان الواضح عن المقررات السمادية بلوحات الإعلانات في الجمعيات الزراعية، مع إدراج أسماء المخالفين بالتعدي على الأراضي الزراعية ضمن منظومة «كارت الفلاح»، إلى جانب متابعة أعمال تجميع القطن وأعمال تطهير المجاري المائية خلال فترة ما قبل موسم الزراعة الشتوية، لضمان انسياب المياه ووصولها إلى نهايات الترع دون أزمات.
ولفت وكيل الوزارة، إلى استمرار تقديم الدعم الفني والإرشاد الميداني للمزارعين ومتابعة حالة الزراعات بشكل مستمر لتحقيق التنمية الزراعية المستدامة ب
.",REAL
,https://www.elwatannews.com/news/details/8168982,elwatan,"كشفت أجهزة وزارة الداخلية ملابسات مقطع فيديو تم تداوله عبر مواقع التواصل الاجتماعي، أظهر أحد الأشخاص أثناء قيامه بتحصيل مبالغ مالية من قائدي السيارات نظير انتظارهم بمحيط أحد الشوارع بدائرة قسم شرطة العجوزة بمحافظة الجيزة، دون وجه حق.
وبالفحص، تبين عدم ورود بلاغات رسمية بشأن الواقعة، وتمكنت الأجهزة الأمنية من تحديد وضبط الشخص الظاهر فى الفيديو، وتبين أنه يمارس مهنة منادي سيارات بدون ترخيص، ومقيم بمحافظة القليوبية.
وبمواجهته، أقر بارتكاب الواقعة على النحو المشار إليه، وتم اتخاذ الإجراءات القانونية اللازمة حياله، في إطار جهود وزارة الداخلية لضبط المخالفات التي تمس النظام العام واستغلال المواطنين.",REAL
,https://www.elwatannews.com/news/details/8168927,elwatan,"ارتفعت أسعار الذهب في الأسواق المحلية والعالمية خلال تعاملات اليوم الخميس، مع تراجع الدولار الأمريكي من أعلى مستوياته في خمسة أشهر، في ظل استمرار الإغلاق الحكومي الأمريكي وتصاعد القلق من التداعيات الاقتصادية والسياسية المترتبة عليه، وفقًا لتقرير صادر عنمنصة «آي صاغة» لتداول الذهب والمجوهرات.
وقال سعيد إمبابي، المدير التنفيذي للمنصة، إن
بالسوق المحلية سجل عيار 21 مستوى 5340 جنيهًا، بينما سجلت الأوقية عالميًا 4005 دولارًا.
وأضاف أن عيار 24 سجل 6103 جنيهًا، وعيار 18 بلغ 4577 جنيهًا، فيما استقر سعر الجنيه الذهب عند 42720 جنيهًا.
وأوضح التقرير أن المعدن الأصفر استعاد المستوى النفسي 4000 دولار للأوقية، مدفوعًا بضعف الدولار ومخاوف المستثمرين من استمرار أطول إغلاق حكومي في تاريخ الولايات المتحدة، ما يعزز الطلب على الذهب كملاذ آمن.
كما يترقب المستثمرون تصريحات عدد من مسؤولي
لاحقًا اليوم لاستكشاف ملامح السياسة النقدية المقبلة.
وأظهرت بيانات التوظيف الأمريكية الصادرة عن مؤسسة ADP زيادة مفاجئة بواقع 42 ألف وظيفة في أكتوبر، مقارنة بانخفاض 29 ألف وظيفة في الشهر السابق، ما دعم الرأي القائل بأن الاحتياطي الفيدرالي قد يتريث في خفض الفائدة خلال ديسمبر.
ووصف ستيفن ميران، عضو مجلس الاحتياطي الفيدرالي، تلك البيانات بأنها ""مفاجأة سارة""، مشيرًا في الوقت نفسه إلى ضرورة تبني سياسة نقدية أكثر مرونة، محذرًا من أن الإبقاء على السياسة الحالية ""يُعرّض الاقتصاد لمخاطر غير ضرورية"".
ويأتي ذلك وسط انقسام داخل الفيدرالي حول وتيرة خفض الفائدة، إذ خفّض البنك المركزي الأمريكي الأسبوع الماضي سعر الفائدة بمقدار ربع نقطة مئوية للمرة الثانية على التوالي، في ظل إشارات إلى تباطؤ سوق العمل.
في المقابل، أظهر تقرير مجلس الذهب العالمي الصادر في 5 نوفمبر ارتفاع الطلب على الذهب في الولايات المتحدة بنسبة 58% على أساس سنوي إلى 186 طنًا خلال الربع الثالث، مدفوعًا بتدفقات قياسية إلى صناديق الاستثمار المتداولة المدعومة بالذهب، التي أضافت 137 طنًا، أي 62% من التدفقات العالمية،كما بلغت أحجام التداول في بورصة كومكس وصناديق الذهب الأمريكية مستوى قياسيًا بلغ 208 مليارات دولار يوميًا في أكتوبر.
وفي تقرير منفصل، كشف مجلس الذهب العالمي أن البنوك المركزية سجلت صافي مشتريات بلغ 39 طنًا في سبتمبر، لتصل مشترياتها منذ بداية العام إلى 200 طن، وتصدرت البرازيل القائمة بـ15 طنًا، تلتها كازاخستان وجواتيمالا.
إقليميًا، نقلت «بلومبرج» عن مصادر أن كمبوديا تخطط لتخزين جزء من احتياطياتها الذهبية في قبو بورصة شنجهاي للذهب بمنطقة شنتشن الحرة، في خطوة تُبرز توجه عدد من الدول لتنويع احتياطياتها بعيدًا عن المراكز التقليدية مثل لندن.
ورغم التوترات السياسية والاقتصادية، يظل الذهب في موقع دفاعي قوي كملاذ آمن، مدعومًا بتراجع الدولار وتنامي الغموض بشأن السياسة النقدية الأمريكية، بينما تحد مكاسب الأسهم العالمية من أي ارتفاعات حادة للمعدن النفيس.",REAL
,https://www.elwatannews.com/news/details/8168921,elwatan,"كشف الدكتور حسام العجمي الخبير في مجال الذهب بمؤسسة جولد بيليون، عن توقعات أسعار الذهب خلال الفترة اللمقبلة عقب صفقة قطر لتطوير منطقة «علم الروم» على ساحل البحر المتوسط، بقيمة استثمارية تقترب من 30 مليار دولار، موضحا أن سوق المعدن الأصفر يتأثر بشكل مباشر بالسعر العالمي للذهب لوجود رابط مشترك بين السوقين، أما ضخ الاستثمارت متثل الصفقة القطريية التي وقعت خلال الساعات القليلة الماضية سيكون لها مردود إيجابي على الاقتصاد المصري بشكل عام.
وقال العجمي في تصريحات لـ «الوطن»، إنّ صفقة
سيكون لها تأثير مباشر في القطاع المصرفي وتخفيف الضغوط على العملة الصعبة، وكذلك في سوق الذهب سيكون من العوامل الإيجابية التي تساهم في استقرار أسعار الذهب المحلي.
وأشار إلى أن هذا المشروع ينضم للصفقات الاستثمارية الضخمة التي تشهدها مصر مؤخراً، وقد يكون لها أثرا على أسواق الذهب من باب ضخ المزيد من الاستثمارات بالعملة الصعبة في السوق وبالتالي سيعدل وضع احتياطات العملات الأجنبية، وهو أمر يؤدي إلى استقرار وقوة في أداء الجنيه المصري أمام الدولار وبالتالي انخفاض قيمة الدولار.
وأوضح أن تحركات الذهب بشكل عام تتأثر بشكل مباشر بتحركات سعر أونصة الذهب العالمي خاصة بعد المستويات التاريخية التي جرى تسجيلها، وبالتالي
قد لا يكون لها تأثيرا مباشرا على سوق الذهب على عكس تأثيرها على الدولار، مثل ما حدث مع صفقة رأس الحكمة التي جاءت في توقيت حاسم بالنسبة لوضع الاقتصاد المصري، وإن حدث تأثير سيكون لمزيد من استقرار أسواق الذهب دون تغيرات حادة وعشوائية كما شاهدنا في السنوات السابقة.
وخلال تحديثات أسعار الذهب عقب توقع الصفقة القطرية، تراجعت أإسعار الذهب بسبب تراجع سعر الدولار أمام الجنيه وكذلك تراجع السعر العالمي للأوقية.
وسجل
عيار 24 تراجع بقيمة 8 جنيهات ليسجل الأن 6106 جنيهات للشراء، وانخفض عيار 21 بقيمة 7 جنيهات ليسجل الأن 5343 جنيها للجرام، كما تراجع عيار 18 بقيمة 6 جنيهات ليسجل 4580 جنيها للجرام.",REAL
,https://www.elwatannews.com/news/details/8168877,elwatan,"قال الدكتور أشرف غراب الخبير الاقتصادي ونائب رئيس الاتحاد العربي للتنمية الاجتماعية بجامعة الدول العربية لشؤون التنمية الاقتصادية، إنّ الصفقة الاستثمارية القطرية على غرار صفقة رأس الحكمة، والتي شهدت توقيع عقد شراكة بين شركة الديار القطرية وهيئة المجتمعات العمرانية، لتنفيذ مدينة قطرية مصرية في منطقة علم الروم بالبحر المتوسط على مساحة تبلغ نحو 4900 فدان، تشهد ضخ استثمارات بنحو 29.7 مليار دولار، وتحصل هيئة المجتمعات العمرانية على حصة نقدية وعينية من المشروع.
أوضح غراب، أنّ المشروع الاستثماري السياحي الضخم عبارة عن مدينة متكاملة تشمل أنشطة سياحية وترفيهية وسكنية وخدمات عالمية، لافتا إلى أنّ الصفقة التي تأتي بعد صفقة رأس الحكمة، تؤكد نجاح الدولة في جذب الاستثمارات العالمية في المناطق الساحلية خاصة الساحل الشمالي والبحر المتوسط.
وأضاف أنّ المشروع سيعزز جاذبية المنطقة للاستثمارات الأجنبية، ويؤكد عمق العلاقات والشراكة الاقتصادية بين مصر وقطر، ويمهد لشراكات استراتيجية وجذب استثمارات قطرية وخليجية جديدة خلال الفترة المقبلة.
وأشار إلى أنّ
الاستثمارية دفعة قوية للبيئة الاستثمارية في مصر، تععكس الثقة في الاقتصاد الوطني وقدرته على تحقيق النمو، وتؤكد قدرة البلاد على جذب المزيد من الاستثمارات الأجنبية المباشرة، وأنّها أصبحت وجهة مفضلة للمستمرين الأجانب.
وتابعت أنّ هذا النوع من الشركات الاقتصادية الذي يعمل على نقل الخبرات والتكنولوجيا المتطورة في مجالات الطاقة، كما سيوفر الآلاف من فرص العمل وينشط سوق مواد البناء في مصر ما سيكون له تأثير إيجابي على مستوى المعيشة، ويحفز الاقتصاد الوطني ويرفع مستوى الإنتاجية.
وتابع غراب، أنّ المشروع سيفتح الباب أمام إقامة مشروعات أخرى في قطاعات الطاقة المتجددة والغاز، ما يسهم في تحقيق التنوع الاقتصادي الذي تسعى إليه مصر، إضافة إلى أنّ الصفقة تحفز وتدفع عجلة النمو الاقتصادي في مصر وتحقق التنمية المستدامة، كما أنّ
تعزز قدرة مصر على الاستفادة من مواردها الطبيعية على البحر المتوسط، كما سيكون له تأثير كبير على تعزيز البنية التحتية وفتح أبواب الفرص الاقتصادية في المنطقة، ويحفز القطاع الخاص على المشاركة في تنفيذ المشروعات الكبرى، ما يرفع كفاءة الإنتاج في مختلف القطاعات، خاصة الطاقة والسياحة والخدمات المصاحبة.
ولفت إلى أنّ توقيع المزيد من الصفقات الاستثمارية وزيادة ضخ الاستثمارات العربية والأجنبية في مصر يمثل رسالة قوية للعالم الخارجي بشأن قوة الاقتصاد المصري واستقراره، وثقة المستثمرين والأشقاء العرب في الاقتصاد المصري.
وأضاف أنّ دخول الاستثمارات تسهم في زيادة الاحتياطي النقدي الأجنبي ما يسهم في استقرار سعر صرف الدولار وتراجعه تدريجيا وارتفاع قيمة العملة المحلية نتيجة توافر سيولة دولارية ستؤدي إلى دعم قدرة الاقتصاد المصري على الوفاء بالتزاماته الدولية، كما ستخفف الضغوط المالية، إضافة إلى دور الاستثمارات في فتح مشروعات تخلق فرص عمل للشباب وتخفض من معدل البطالة.",REAL
,https://www.elwatannews.com/news/details/8168942,elwatan,"شهد سعر الدولار اليوم مقابل الجنيه المصري، تراجع الآن في البنوك إلى مستويات تتراوح بين 47.3 جنيه للشراء و47.4 جنيه للبيع اليوم الخميس 6-11-2025، وتزامن هذه الانخفاض في سعر الدولار أمام الجنيه، مع توقيع مشروع عقد شراكة استثمارية كبرى بين مصر وقطر لتنمية وتطوير منطقة «علم الروم» بمحافظة مطروح.
وشهد رئيس مجلس الوزراء الدكتور مصطفى مدبولي، اليوم الخميس 6 نوفمبر 2025، توقيع عقد شراكة بين هيئة المجتمعات العمرانية الجديدة، وشركة الديار القطرية ، لتنفيذ مدينة قطرية مصرية بمنطقة «علم الروم» بمحافظة مطروح.
وقال رئيس مجلس الوزراء الدكتور مصطفى مدبولي، إن هذا المشروع شراكة بين مصر وقطر، وستحصل مصر على 3.5 مليار دولار آخر ديسمبر قيمة أرض علم الروم البالغة، وحصة عينية من الوحدات السكنية في حدود 397 ألف متر مربع قيمتها 1.8 مليار دولار، بالإضافة إلى 15% من صافي أرباح المشروع بعد استرداد تكاليف المشروع.
وفيما يلي
اليوم مقابل الجنيه المصري، اليوم الخميس 6-11-2025، وفق المواقع الرسمية لعدد من البنوك العاملة ضمن القطاع المصرفي المصري
بلغ سعر الدولار اليوم أمام الجنيه المصري في البنك الأهلي المصري، مستوى 47.3 جنيه للشراء و47.4 جنيه للبيع.
فيما سجل
اليوم أمام الجنيه المصري في بنك مصر، مستوى 47.31 جنيه للشراء و47.41 جنيه للبيع.
وقال الدكتور محمد أنيس، الخبير الاقتصادي، إن تواجد شركة الديار العقارية في مصر وتحديدًا بمنطقة الساحل الشمالي، يمثل استثمار أجنبي مباشر، واستهداف هذا المشروع لعملاء السوق المحلي وكذلك عملاء شركة الديار، مما يضيف أيضًا إيرادات دولارية بخلاف القيمة الاستثمارية للمشروع.
وأضاف أنيس، في تصريحات لـ«الوطن»، أن القيمة المضافة إلى مصر أيضًا بعد توقيع هذا المشروع، دعم قطاع السياحة من خلال إقامة مدينة سياحية جديدة تحقق إيرادات دولارية مستدامة لاحقة، بالإضافة إلى توفير فرص العمل أثناء تنفيذ المشروع وكذلك بعد بدء تشغيل المشروع.
وأكد الخبير الاقتصادي، على أن سعر الدولار لن يتأثر بشكل ملحوظ بعد توقيع المشروع، مشيرًا من وجهة نظره إلى أن السعر المتوازن «العادل» للدولار عند مستوى 48 جنيهًا.
ووصل سعر الدولار اليوم أمام الجنيه المصري في البنك التجاري الدولي 47.3 جنيه للشراء و47.4 جنيه للبيع.
فيما يتداول سعر الدولار اليوم مقابل الجنيه المصري في بنك الإسكندرية عند 47.3 جنيه للشراء و47.3 جنيه للبيع.
وبلغ سعر الدولار أمام الجنيه المصري في المصرف المتحد، 47.3 جنيه للشراء و47.4 جنيه للبيع.
وسجل صافي الاحتياطيات الدولية 49,533.5 مليون دولار أمريكي في نهاية سبتمبر 2025.",REAL
,https://www.elwatannews.com/news/details/8168859,elwatan,"التقى المهندس محمد شيمي، وزير قطاع الأعمال العام، صباح اليوم، اللواء أشرف الجندي، محافظ الغربية، وذلك في مستهل زيارته لشركة مصر للغزل والنسيج بالمحلة الكبرى، إحدى شركات القابضة للقطن والغزل والنسيج والملابس التابعة لوزارة قطاع الأعمال العام، في إطار المتابعة المستمرة للمشروع القومي لتطوير صناعة الغزل والنسيج.
وخلال اللقاء، تناول الوزير والمحافظ العديد من الموضوعات محل الاهتمام المشترك، ومشروعات التطوير التي تنفذها عدد من الشركات التابعة للوزارة في نطاق المحافظة، وفي مقدمتها تطوير شركة غزل المحلة، الذي يواصل التنفيذ بالمرحلة الثانية من التطوير بعد الانتهاء من تنفيذ وتشغيل المرحلة الأولى في نهاية ديسمبر 2024، والتي شملت عددا من المصانع الجديدة، وذلك بحضور الدكتور أحمد شاكر العضو المنتدب التنفيذي للشركة القابضة
، والمهندس أحمد بدر العضو المنتدب لشركة غزل المحلة، وعدد من قيادات الوزارة والشركة القابضة.
أكد المهندس محمد شيمي أن شركة مصر للغزل والنسيج بالمحلة الكبرى تعد واحدة من أكبر وأهم القلاع الصناعية الوطنية، وتمثل جانبا كبيرا من المشروع القومي لتطوير صناعة الغزل والنسيج، الذي توليه الدولة أهمية خاصة، حيث تستحوذ شركة غزل المحلة على نحو 40% من إجمالي استثمارات المشروع، ما يبرز أهميتها الاستراتيجية في استعادة الريادة المصرية في هذه الصناعة، مشيراً إلى أن المصانع الجديدة بالشركة تعمل وفق أحدث التكنولوجيات وتحقق أعلى معايير الجودة العالمية، بما يتيح توجيه غالبية الإنتاج للتصدير للأسواق الدولية، ويعكس مكانة المنتج المصري على الساحة العالمية.
من جانبه، أعرب اللواء أشرف الجندي عن فخره بشركة مصر للغزل والنسيج بالمحلة الكبرى، مؤكداً أنها قلعة الصناعة المصرية ورمز لتاريخها العريق، مشيداً بالجهود المبذولة في تطويرها بدعم الدولة بقيادة فخامة الرئيس عبدالفتاح السيسي، ومثمناً متابعة وزير
العام المستمرة وحرصه على استعادة مكانة الشركة وتعزيز قدرتها التنافسية.",REAL
,https://www.elwatannews.com/news/details/8168986,elwatan,"قال أمجد الشوا مدير شبكة المنظمات الأهلية الفلسطينية، إنّ ما يدخل إلى قطاع غزة من مساعدات لا يتجاوز ما بين 20 و30% من الاحتياجات الفعلية للمواطنين، موضحًا أن استمرار الحصار الإسرائيلي المشدد ومنع دخول المساعدات الإنسانية يفاقمان الأزمة المعيشية في القطاع بشكل خطير.
وأضاف «الشوا»، في مداخلة مع الإعلامي محمد عبيد، عبر قناة «القاهرة الإخبارية»، أن الكميات التي وصلت حتى الآن لا توازي حجم المأساة التي يعيشها
منذ أشهر.
وأوضح أن أزمة الإيواء تمثل التحدي الأكبر في الوقت الراهن، إذ لم يدخل سوى بضعة آلاف من الخيام رغم حاجة القطاع إلى أكثر من 300 ألف خيمة لإيواء المتضررين واستبدال الخيام المهترئة، مشيرًا إلى أن نحو 1.5 مليون مواطن فقدوا منازلهم جراء العدوان الإسرائيلي المستمر.
وأشار إلى أن قطاع غزة على أعتاب فصل الشتاء، ما يزيد من خطورة الأوضاع الإنسانية، خاصة في ظل النقص الحاد في الأغطية والملابس والفُرش، مؤكدًا أن الاحتلال يمنع دخول المساعدات الخاصة بـ
رغم وجود نحو 600 شاحنة تنتظر على الحدود منذ فبراير الماضي، كما يمنع دخول آلاف الشاحنات التابعة للمنظمات الدولية.",REAL
,https://www.elwatannews.com/news/details/8168964,elwatan,Not found,REAL
,https://www.elwatannews.com/news/details/8168939,elwatan,"أصدر وزراء خارجية مصر والجزائر وتونس بيانًا ختاميًا بشأن اجتماعهم حول ليبيا فيما يُعرف بـ(آلية دول الجوار الثلاثية) والتي عُقدت في الجزائر، وذلك في إطار الحرص الدائم على تعزيز التشاور والتنسيق بين مصر والجزائر وتونس، حيث استضافت الجزائر أمس الخميس 6 نوفمبر 2025 ويندرج هذا الاجتماع في إطار التزام الدول الشقيقة الثلاث بتنسيق جهودها وتعزيز مساعيها من أجل المساهمة في إعادة إحياء المسار السياسي الرامي إلى إنهاء الأزمة الليبية، وإنجاح عملية التسوية السياسية السلمية لهذه الأزمة تحت رعاية الأمم المتحدة، بما فيها خارطة الطريق الأممية المقترحة.
وجدد الوزراء التأكيد على مواقف بلدانهم المبدئية الرافضة لكل أشكال التدخلات الخارجية في الشأن الداخلي الليبي، باعتبارها من المسببات الرئيسية في إطالة أمد الأزمة وتعميق حالة الانقسام السياسي والمؤسساتي، وتقويض فرص نجاح العملية السياسية وتهديد أمن واستقرار ليبيا ودول الجوار على حد سواء، كما شددوا على ضرورة انسحاب المرتزقة والمقاتلين الأجانب من جميع أنحاء البلاد، والعمل على تثبيت اتفاق وقف إطلاق النار ودعم عمل اللجنة العسكرية المشتركة، وإعادة توحيد المؤسسات العسكرية والأمنية.
وأكد الوزراء على أهمية استمرار التنسيق بين الدول الثلاث والأمم المتحدة في التعاطي مع مختلف المستجدات التي تشهدها الساحة الليبية لضمان المساهمة الفعلية لها في الدفع بالعملية السياسية، وأن أي مبادرات تستهدف مصلحة الشعب الليبي يجب أن تتم بالتنسيق مع منظمة الأمم المتحدة وجامعة الدول العربية والاتحاد الإفريقي، كما عبَّروا عن استعدادهم لمواصلة الوقوف إلى جانب الشعب الليبي في تجسيد تطلعاته المشروعة في الأمن والاستقرار والتنمية، معربين عن تقديرهم للدور الذي تضطلع به الجزائر في مجلس الأمن الأممي في المرافعة عن محددات هذا الموقف المشترك، لا سيما ما بادرت به من جهود ومساع من أجل تسليط الضوء على المسؤولية التي تقع على المجموعة الدولية في وقف إهدار مقدرات الشعب الليبي وضمان حسن إدارة أصوله المالية المجمدة.
وأعربت تونس ومصر عن خالص شكرهما للجزائر على الاستضافة الكريمة لهذا الاجتماع، واتفق الوزراء على عقد الاجتماع المقبل لهذه الآلية بتونس في تاريخ يتم التوافق عليه لاحقا عبر القنوات الدبلوماسية.",REAL
,https://www.elwatannews.com/news/details/8168922,elwatan,"تواصل البعثات الدبلوماسية والقنصليات المصرية حول العالم استعداداتها لاستقبال المواطنين المصريين يومي7 و8 نوفمبر (للمرحلة الأولى) و21 و22 نوفمبر (للمرحلة الثانية) للإدلاء بأصواتهم في انتخابات مجلس النواب 2025.
وأوضحت وزارة الخارجية والهجرة وشؤون المصريين بالخارج، أنه جرى تجهيز 139 لجنة انتخابية فرعية في 117 دولة حول العالم، وتوفير جميع التسهيلات اللازمة داخل اللجان الانتخابية لضمان سير العملية الانتخابية بسلاسة ويسر، بما يضمن استيعاب أكبر عدد ممكن من الجاليات المصرية بالخارج، وإتاحة الفرصة أمام المواطنين للمشاركة، كما جرى إعداد غرفة عمليات بمقر وزارة الخارجية تعمل على مدار الساعة بالتعاون مع الهيئة الوطنية للانتخابات.
وفي إطار الاستعدادات للانتخابات، كلف الدكتور بدر عبد العاطي
، السفير نبيل حبشي نائب وزير الخارجية للهجرة وشئون المصريين بالخارج، بتولي التنسيق مع الهيئة الوطنية للانتخابات لإدارة ملف الانتخابات، إذ جرى عقد سلسلة من الاجتماعات الدورية خلال الفترة الماضية مع مسؤولي الهيئة بمشاركة السفراء رؤساء البعثات المصرية بالخارج، الذين يشرفون على اللجان الانتخابية الفرعية بالخارج، جرى خلالها استعراض الإجراءات التنظيمية لتصويت المصريين في الخارج، وممارسة حقهم الدستوري في المشاركة السياسية.",REAL
,https://www.elwatannews.com/news/details/8168438,elwatan,"كشفت قناة النادي الأهلي، آخر التطورات الجديدة بشأن خماسي الفريق الأحمر المصاب إمام عاشور، وأشرف داري، وحسين الشحات، وأحمد رضا، إلى جانب محمد شريف، قبل اللقاء المرتقب أمام سيراميكا كليوباترا، في الدور نصف النهائي من بطولة كأس السوبر المصري، المقرر إقامته في الإمارات.
وقال مراسل قناة النادي الأهلي في أبو ظبي، في تصريحات تليفزيونية: «الأمور إيجابية بشأن محمد شريف، وأحمد رضا، إذ من المقرر انضمام الثنائي لقائمة الفريق الأحمر لمباراة سيراميكا كليوباترا».
وأضاف: «بالنسبة للثلاثي
، وإمام عاشور، بالإضافة إلى أشرف داري، فالثلاثي خارج قائمة الفريق الأحمر لمباراة سيراميكا كليوباترا، رغم مٌشاركة إمام عاشور في تدريبات الفريق».
وجاءت مشاركة إمام عاشور، بعدما أنهى برنامجه التأهيلي بنجاح، تحت إشراف الجهاز الطبي، ما يؤكد جاهزيته الكاملة للعودة إلى المشاركة في اللقاءات المقبلة، وفق رؤية الجهاز الفني بقيادة ييس توروب.",REAL
,https://www.elwatannews.com/news/details/8168440,elwatan,"أعلنت الشعبة العامة للذهب والمجوهرات باتحاد الغرف التجارية، تحديثا جديدا في أسعار الذهب اليوم الأربعاء 5-11-2025 في الأسواق المحلية والعالمية، ليُسجل سعر جرام الذهب عيار 21 الآن بدون مصنعية أو دمغة نحو 5 آلاف و555 جنيها على مستوى الشراء، خلال بداية التعاملات المسائية.
ترصد السطور التالية
اليوم لمختلف الأعيرة بالمحلات والصاغة داخل السوق المحلية لكُل جرام قبل إضافة سعري المصنعية وضريبة الدمغة، خاصة سعر جرام الذهب عيار 21 الأكثر مبيعا في مصر، وسعر الجنيه الذهب عيار 21 ويزن 8 جرامات، بجانب سعر أوقية الذهب المصنوعة من الذهب الخالص عيار 24.
سجلت أسعار
اليوم دون مصنعية أو دمغة، 6 آلاف و69 جنيها للشراء و6 آلاف و46 جنيها للبيع.
وصلت أسعار الذهب عيار 21 اليوم للجرام الواحد قبل احتساب ضريبة الدمغة أو المصنعية، إلى 5 آلاف و310 جنيهات للشراء و5 آلاف و290 جنيها للبيع.
بلغت أسعار الذهب للجرام عيار 18 اليوم، دون سعر المصنعية أو الدمغة، نحو 4 آلاف و551 جنيها للشراء و4 آلاف و534 جنيها للبيع.
سجل سعر الجنيه الذهب عيار 21 اليوم، ويزن 8 جرامات عيار 21 قبل احتساب سعري المصنعية والدمغة، نحو 42 ألفا و480 جنيها للشراء و42 ألفا و320 جنيها للبيع.
يتداول سعر أوقية الذهب الآن بالبورصات العالمية للمعادن الثمينة والذهب، عند مستويات 3986 دولارا للشراء و3985.5 دولار للبيع.",REAL
